"year";"vars";"values";"var_names"
2011;"alt_8";93,9956373641719;"Vaihtoehtoiset"
2012;"alt_8";90,362147171499;"Vaihtoehtoiset"
2013;"alt_8";89,4001174635667;"Vaihtoehtoiset"
2014;"alt_8";88,0232957333615;"Vaihtoehtoiset"
2015;"alt_8";88,0803298317673;"Vaihtoehtoiset"
2016;"alt_8";92,7029298191227;"Vaihtoehtoiset"
2017;"alt_8";95,5813647340836;"Vaihtoehtoiset"
2018;"alt_8";92,7715443941795;"Vaihtoehtoiset"
2000;"alt_9";99,4602273475311;"Vaihtoehtoiset"
2001;"alt_9";100,90552809022;"Vaihtoehtoiset"
2002;"alt_9";99,7955337786571;"Vaihtoehtoiset"
2003;"alt_9";99,16588864723;"Vaihtoehtoiset"
2004;"alt_9";101,066988250845;"Vaihtoehtoiset"
2005;"alt_9";99,052258649855;"Vaihtoehtoiset"
2006;"alt_9";100,023377075135;"Vaihtoehtoiset"
2007;"alt_9";100;"Vaihtoehtoiset"
2008;"alt_9";94,0669340598812;"Vaihtoehtoiset"
2009;"alt_9";88,5706492595382;"Vaihtoehtoiset"
2010;"alt_9";92,5425030602058;"Vaihtoehtoiset"
2011;"alt_9";93,9030966412391;"Vaihtoehtoiset"
2012;"alt_9";90,2316233054377;"Vaihtoehtoiset"
2013;"alt_9";89,2168234316375;"Vaihtoehtoiset"
2014;"alt_9";87,828206942452;"Vaihtoehtoiset"
2015;"alt_9";87,9150130150723;"Vaihtoehtoiset"
2016;"alt_9";92,5402477244308;"Vaihtoehtoiset"
2017;"alt_9";95,3911315965523;"Vaihtoehtoiset"
2018;"alt_9";92,617778817262;"Vaihtoehtoiset"
2000;"alt_10";99,3872063933806;"Vaihtoehtoiset"
2001;"alt_10";101,097036067776;"Vaihtoehtoiset"
2002;"alt_10";99,6566553516843;"Vaihtoehtoiset"
2003;"alt_10";99,3851063102809;"Vaihtoehtoiset"
2004;"alt_10";101,196075511518;"Vaihtoehtoiset"
2005;"alt_10";98,9587600889653;"Vaihtoehtoiset"
2006;"alt_10";99,9597580157639;"Vaihtoehtoiset"
2007;"alt_10";100;"Vaihtoehtoiset"
2008;"alt_10";92,8641268312292;"Vaihtoehtoiset"
2009;"alt_10";88,6911011516462;"Vaihtoehtoiset"
2010;"alt_10";93,1502826524057;"Vaihtoehtoiset"
2011;"alt_10";94,5363453323312;"Vaihtoehtoiset"
2012;"alt_10";91,6435318488174;"Vaihtoehtoiset"
2013;"alt_10";91,4871785845666;"Vaihtoehtoiset"
2014;"alt_10";89,5137118450249;"Vaihtoehtoiset"
2015;"alt_10";89,6703648293183;"Vaihtoehtoiset"
2016;"alt_10";92,964155819132;"Vaihtoehtoiset"
2017;"alt_10";96,4143240941707;"Vaihtoehtoiset"
2018;"alt_10";93,0526959940504;"Vaihtoehtoiset"
2000;"alt_11";99,1401286915316;"Vaihtoehtoiset"
2001;"alt_11";100,976834746873;"Vaihtoehtoiset"
2002;"alt_11";99,7290672228718;"Vaihtoehtoiset"
2003;"alt_11";99,3919386856311;"Vaihtoehtoiset"
2004;"alt_11";100,888484897078;"Vaihtoehtoiset"
2005;"alt_11";98,8871874000268;"Vaihtoehtoiset"
2006;"alt_11";100,072606887394;"Vaihtoehtoiset"
2007;"alt_11";100;"Vaihtoehtoiset"
2008;"alt_11";94,1593465455488;"Vaihtoehtoiset"
2009;"alt_11";90,4408720575234;"Vaihtoehtoiset"
2010;"alt_11";93,3738085347134;"Vaihtoehtoiset"
2011;"alt_11";95,2239382563385;"Vaihtoehtoiset"
2012;"alt_11";92,0877493229171;"Vaihtoehtoiset"
2013;"alt_11";91,8039114513311;"Vaihtoehtoiset"
2014;"alt_11";90,573163076125;"Vaihtoehtoiset"
2015;"alt_11";90,2026137626013;"Vaihtoehtoiset"
2016;"alt_11";94,86734891143;"Vaihtoehtoiset"
2017;"alt_11";98,1441124527862;"Vaihtoehtoiset"
2018;"alt_11";94,8760401891724;"Vaihtoehtoiset"
2000;"alt_12";99,4424868559616;"Vaihtoehtoiset"
2001;"alt_12";100,909078445773;"Vaihtoehtoiset"
2002;"alt_12";99,7968321952154;"Vaihtoehtoiset"
2003;"alt_12";99,1802183582327;"Vaihtoehtoiset"
2004;"alt_12";101,061428941276;"Vaihtoehtoiset"
2005;"alt_12";99,0466093057139;"Vaihtoehtoiset"
2006;"alt_12";100,037135422511;"Vaihtoehtoiset"
2007;"alt_12";100;"Vaihtoehtoiset"
2008;"alt_12";94,0740784767461;"Vaihtoehtoiset"
2009;"alt_12";88,6609741761529;"Vaihtoehtoiset"
2010;"alt_12";92,596404797175;"Vaihtoehtoiset"
2011;"alt_12";93,9748676855515;"Vaihtoehtoiset"
2012;"alt_12";90,3118975622716;"Vaihtoehtoiset"
2013;"alt_12";89,3221895619439;"Vaihtoehtoiset"
2014;"alt_12";87,9370305385532;"Vaihtoehtoiset"
2015;"alt_12";88,0158948750516;"Vaihtoehtoiset"
2016;"alt_12";92,6317577111545;"Vaihtoehtoiset"
2017;"alt_12";95,5074244384597;"Vaihtoehtoiset"
2018;"alt_12";92,7043399459821;"Vaihtoehtoiset"
2000;"alt_13";98,9633931572636;"Vaihtoehtoiset"
2001;"alt_13";100,939259164377;"Vaihtoehtoiset"
2002;"alt_13";99,9195500450773;"Vaihtoehtoiset"
2003;"alt_13";99,1620540707084;"Vaihtoehtoiset"
2004;"alt_13";101,329810713538;"Vaihtoehtoiset"
2005;"alt_13";98,7791230567354;"Vaihtoehtoiset"
2006;"alt_13";99,8036774489396;"Vaihtoehtoiset"
2007;"alt_13";100;"Vaihtoehtoiset"
2008;"alt_13";92,6853929147991;"Vaihtoehtoiset"
2009;"alt_13";85,0854986385502;"Vaihtoehtoiset"
2010;"alt_13";87,9742334982806;"Vaihtoehtoiset"
2011;"alt_13";87,250679697196;"Vaihtoehtoiset"
2012;"alt_13";83,0232704187319;"Vaihtoehtoiset"
2013;"alt_13";81,5423168625758;"Vaihtoehtoiset"
2014;"alt_13";79,359782569751;"Vaihtoehtoiset"
2015;"alt_13";79,7647093023585;"Vaihtoehtoiset"
2016;"alt_13";83,3037583719075;"Vaihtoehtoiset"
2017;"alt_13";86,4728370464231;"Vaihtoehtoiset"
2018;"alt_13";83,4748942189499;"Vaihtoehtoiset"
2000;"alt_14";99,4375083485295;"Vaihtoehtoiset"
2001;"alt_14";100,911286765429;"Vaihtoehtoiset"
2002;"alt_14";99,7924850830027;"Vaihtoehtoiset"
2003;"alt_14";99,1868648094177;"Vaihtoehtoiset"
2004;"alt_14";101,060682697608;"Vaihtoehtoiset"
2005;"alt_14";99,0450187115154;"Vaihtoehtoiset"
2006;"alt_14";100,028185446579;"Vaihtoehtoiset"
2007;"alt_14";100;"Vaihtoehtoiset"
2008;"alt_14";94,0699033369651;"Vaihtoehtoiset"
2009;"alt_14";88,7064037599297;"Vaihtoehtoiset"
2010;"alt_14";92,6048070263742;"Vaihtoehtoiset"
2011;"alt_14";93,9956373641719;"Vaihtoehtoiset"
2012;"alt_14";90,362147171499;"Vaihtoehtoiset"
2013;"alt_14";89,4001174635667;"Vaihtoehtoiset"
2014;"alt_14";88,0232957333615;"Vaihtoehtoiset"
2015;"alt_14";88,0803298317673;"Vaihtoehtoiset"
2016;"alt_14";92,7029298191227;"Vaihtoehtoiset"
2017;"alt_14";95,5813647340836;"Vaihtoehtoiset"
2018;"alt_14";92,7715443941795;"Vaihtoehtoiset"
2000;"alt_15";99,4925723627759;"Vaihtoehtoiset"
2001;"alt_15";100,895199649684;"Vaihtoehtoiset"
2002;"alt_15";99,8077893754591;"Vaihtoehtoiset"
2003;"alt_15";99,1376907132217;"Vaihtoehtoiset"
2004;"alt_15";101,083771901786;"Vaihtoehtoiset"
2005;"alt_15";99,0726245614244;"Vaihtoehtoiset"
2006;"alt_15";100,029297479017;"Vaihtoehtoiset"
2007;"alt_15";100;"Vaihtoehtoiset"
2008;"alt_15";94,0588358079822;"Vaihtoehtoiset"
2009;"alt_15";88,348575850496;"Vaihtoehtoiset"
2010;"alt_15";92,4547704123756;"Vaihtoehtoiset"
2011;"alt_15";93,7504517664193;"Vaihtoehtoiset"
2012;"alt_15";89,9882596257712;"Vaihtoehtoiset"
2013;"alt_15";88,87845178151;"Vaihtoehtoiset"
2014;"alt_15";87,4705560737013;"Vaihtoehtoiset"
2015;"alt_15";87,6308129366598;"Vaihtoehtoiset"
2016;"alt_15";92,2312119789551;"Vaihtoehtoiset"
2017;"alt_15";95,0309120783339;"Vaihtoehtoiset"
2018;"alt_15";92,297019740588;"Vaihtoehtoiset"
2000;"alt_16";99,4488876969532;"Vaihtoehtoiset"
2001;"alt_16";100,906088263481;"Vaihtoehtoiset"
2002;"alt_16";99,7968244994774;"Vaihtoehtoiset"
2003;"alt_16";99,1741992649816;"Vaihtoehtoiset"
2004;"alt_16";101,065706073275;"Vaihtoehtoiset"
2005;"alt_16";99,0507817068534;"Vaihtoehtoiset"
2006;"alt_16";100,035520712714;"Vaihtoehtoiset"
2007;"alt_16";100;"Vaihtoehtoiset"
2008;"alt_16";94,071575669612;"Vaihtoehtoiset"
2009;"alt_16";88,6195388734494;"Vaihtoehtoiset"
2010;"alt_16";92,5777620256169;"Vaihtoehtoiset"
2011;"alt_16";93,9451690840683;"Vaihtoehtoiset"
2012;"alt_16";90,271650944845;"Vaihtoehtoiset"
2013;"alt_16";89,2671329921211;"Vaihtoehtoiset"
2014;"alt_16";87,8790054379205;"Vaihtoehtoiset"
2015;"alt_16";87,9668848744778;"Vaihtoehtoiset"
2016;"alt_16";92,5821745632142;"Vaihtoehtoiset"
2017;"alt_16";95,4480368066864;"Vaihtoehtoiset"
2018;"alt_16";92,6560737119347;"Vaihtoehtoiset"
2000;"alt_17";99,4375083485295;"Vaihtoehtoiset"
2001;"alt_17";100,911286765429;"Vaihtoehtoiset"
2002;"alt_17";99,7924850830027;"Vaihtoehtoiset"
2003;"alt_17";99,1868648094177;"Vaihtoehtoiset"
2004;"alt_17";101,060682697608;"Vaihtoehtoiset"
2005;"alt_17";99,0450187115154;"Vaihtoehtoiset"
2006;"alt_17";100,028185446579;"Vaihtoehtoiset"
2007;"alt_17";100;"Vaihtoehtoiset"
2008;"alt_17";94,0699033369651;"Vaihtoehtoiset"
2009;"alt_17";88,7064037599297;"Vaihtoehtoiset"
2010;"alt_17";92,6048070263742;"Vaihtoehtoiset"
2011;"alt_17";93,9956373641719;"Vaihtoehtoiset"
2012;"alt_17";90,362147171499;"Vaihtoehtoiset"
2013;"alt_17";89,4001174635667;"Vaihtoehtoiset"
2014;"alt_17";88,0232957333615;"Vaihtoehtoiset"
2015;"alt_17";88,0803298317673;"Vaihtoehtoiset"
2016;"alt_17";92,7029298191227;"Vaihtoehtoiset"
2017;"alt_17";95,5813647340836;"Vaihtoehtoiset"
2018;"alt_17";92,7715443941795;"Vaihtoehtoiset"
2000;"alt_18";99,4644668251536;"Vaihtoehtoiset"
2001;"alt_18";100,90743490991;"Vaihtoehtoiset"
2002;"alt_18";99,7929902931347;"Vaihtoehtoiset"
2003;"alt_18";99,16304471755;"Vaihtoehtoiset"
2004;"alt_18";101,064328395797;"Vaihtoehtoiset"
2005;"alt_18";99,0503556719537;"Vaihtoehtoiset"
2006;"alt_18";100,019477614715;"Vaihtoehtoiset"
2007;"alt_18";100;"Vaihtoehtoiset"
2008;"alt_18";94,0690688304638;"Vaihtoehtoiset"
2009;"alt_18";88,5737698947463;"Vaihtoehtoiset"
2010;"alt_18";92,5405586555099;"Vaihtoehtoiset"
2011;"alt_18";93,9084487071925;"Vaihtoehtoiset"
2012;"alt_18";90,2481540856029;"Vaihtoehtoiset"
2013;"alt_18";89,2391751990176;"Vaihtoehtoiset"
2014;"alt_18";87,8510234507523;"Vaihtoehtoiset"
2015;"alt_18";87,9271540988486;"Vaihtoehtoiset"
2016;"alt_18";92,5642291285238;"Vaihtoehtoiset"
2017;"alt_18";95,4177331708765;"Vaihtoehtoiset"
2018;"alt_18";92,6501698725541;"Vaihtoehtoiset"
2000;"alt_19";99,4573888273596;"Vaihtoehtoiset"
2001;"alt_19";100,908510507627;"Vaihtoehtoiset"
2002;"alt_19";99,796265747226;"Vaihtoehtoiset"
2003;"alt_19";99,1681701092568;"Vaihtoehtoiset"
2004;"alt_19";101,061768135001;"Vaihtoehtoiset"
2005;"alt_19";99,0487745596892;"Vaihtoehtoiset"
2006;"alt_19";100,026181790312;"Vaihtoehtoiset"
2007;"alt_19";100;"Vaihtoehtoiset"
2008;"alt_19";94,0707175058585;"Vaihtoehtoiset"
2009;"alt_19";88,5959015800443;"Vaihtoehtoiset"
2010;"alt_19";92,5560077458838;"Vaihtoehtoiset"
2011;"alt_19";93,9248513484539;"Vaihtoehtoiset"
2012;"alt_19";90,2563902618594;"Vaihtoehtoiset"
2013;"alt_19";89,2492175372618;"Vaihtoehtoiset"
2014;"alt_19";87,8617450634459;"Vaihtoehtoiset"
2015;"alt_19";87,9444551706075;"Vaihtoehtoiset"
2016;"alt_19";92,5703546758877;"Vaihtoehtoiset"
2017;"alt_19";95,4281963708093;"Vaihtoehtoiset"
2018;"alt_19";92,6464149860595;"Vaihtoehtoiset"
2000;"alt_20";99,460442066937;"Vaihtoehtoiset"
2001;"alt_20";100,906866782179;"Vaihtoehtoiset"
2002;"alt_20";99,7963855753196;"Vaihtoehtoiset"
2003;"alt_20";99,1659828233924;"Vaihtoehtoiset"
2004;"alt_20";101,065058704001;"Vaihtoehtoiset"
2005;"alt_20";99,051250425478;"Vaihtoehtoiset"
2006;"alt_20";100,024598246074;"Vaihtoehtoiset"
2007;"alt_20";100;"Vaihtoehtoiset"
2008;"alt_20";94,0684464017685;"Vaihtoehtoiset"
2009;"alt_20";88,5746206421423;"Vaihtoehtoiset"
2010;"alt_20";92,5453415754828;"Vaihtoehtoiset"
2011;"alt_20";93,9078374025928;"Vaihtoehtoiset"
2012;"alt_20";90,2351640586078;"Vaihtoehtoiset"
2013;"alt_20";89,2208230808981;"Vaihtoehtoiset"
2014;"alt_20";87,83210019442;"Vaihtoehtoiset"
2015;"alt_20";87,9190626811285;"Vaihtoehtoiset"
2016;"alt_20";92,5443108153939;"Vaihtoehtoiset"
2017;"alt_20";95,3966653170102;"Vaihtoehtoiset"
2018;"alt_20";92,6210848210573;"Vaihtoehtoiset"
2000;"alt_21";99,4508143250788;"Vaihtoehtoiset"
2001;"alt_21";100,903591026254;"Vaihtoehtoiset"
2002;"alt_21";99,7895371388882;"Vaihtoehtoiset"
2003;"alt_21";99,1723656050028;"Vaihtoehtoiset"
2004;"alt_21";101,070714756774;"Vaihtoehtoiset"
2005;"alt_21";99,0540695162154;"Vaihtoehtoiset"
2006;"alt_21";100,034352423986;"Vaihtoehtoiset"
2007;"alt_21";100;"Vaihtoehtoiset"
2008;"alt_21";94,0723024281587;"Vaihtoehtoiset"
2009;"alt_21";88,6317982459377;"Vaihtoehtoiset"
2010;"alt_21";92,5866074299017;"Vaihtoehtoiset"
2011;"alt_21";93,9600437705427;"Vaihtoehtoiset"
2012;"alt_21";90,3049287712216;"Vaihtoehtoiset"
2013;"alt_21";89,3122351218601;"Vaihtoehtoiset"
2014;"alt_21";87,9245517522556;"Vaihtoehtoiset"
2015;"alt_21";87,9971894019502;"Vaihtoehtoiset"
2016;"alt_21";92,6253323448002;"Vaihtoehtoiset"
2017;"alt_21";95,4978924797017;"Vaihtoehtoiset"
2018;"alt_21";92,7142519729953;"Vaihtoehtoiset"
2000;"alt_22";99,4322132708882;"Vaihtoehtoiset"
2001;"alt_22";100,913457317001;"Vaihtoehtoiset"
2002;"alt_22";99,7931847034488;"Vaihtoehtoiset"
2003;"alt_22";99,185818754388;"Vaihtoehtoiset"
2004;"alt_22";101,047508913646;"Vaihtoehtoiset"
2005;"alt_22";99,0349759278624;"Vaihtoehtoiset"
2006;"alt_22";100,022684876332;"Vaihtoehtoiset"
2007;"alt_22";100;"Vaihtoehtoiset"
2008;"alt_22";94,0723117900816;"Vaihtoehtoiset"
2009;"alt_22";88,7189144899107;"Vaihtoehtoiset"
2010;"alt_22";92,5998184004854;"Vaihtoehtoiset"
2011;"alt_22";93,9991773013866;"Vaihtoehtoiset"
2012;"alt_22";90,3674287183177;"Vaihtoehtoiset"
2013;"alt_22";89,4085324629128;"Vaihtoehtoiset"
2014;"alt_22";88,034316964467;"Vaihtoehtoiset"
2015;"alt_22";88,0885497417911;"Vaihtoehtoiset"
2016;"alt_22";92,7128080221842;"Vaihtoehtoiset"
2017;"alt_22";95,5910729041893;"Vaihtoehtoiset"
2018;"alt_22";92,7744421006797;"Vaihtoehtoiset"
2000;"alt_23";99,4570953034923;"Vaihtoehtoiset"
2001;"alt_23";100,908002485999;"Vaihtoehtoiset"
2002;"alt_23";99,7947422849989;"Vaihtoehtoiset"
2003;"alt_23";99,1677422740751;"Vaihtoehtoiset"
2004;"alt_23";101,06205167483;"Vaihtoehtoiset"
2005;"alt_23";99,0492659597856;"Vaihtoehtoiset"
2006;"alt_23";100,027043094769;"Vaihtoehtoiset"
2007;"alt_23";100;"Vaihtoehtoiset"
2008;"alt_23";94,0715444285121;"Vaihtoehtoiset"
2009;"alt_23";88,6013540478143;"Vaihtoehtoiset"
2010;"alt_23";92,5604509915349;"Vaihtoehtoiset"
2011;"alt_23";93,9311327496324;"Vaihtoehtoiset"
2012;"alt_23";90,2654252471917;"Vaihtoehtoiset"
2013;"alt_23";89,261133209872;"Vaihtoehtoiset"
2014;"alt_23";87,873778945355;"Vaihtoehtoiset"
2015;"alt_23";87,9538604113195;"Vaihtoehtoiset"
